,ID,HDDA
0,0,0.06438122339384901
1,1,0.0941100620959171
2,2,0.07031004855623378
3,3,0.1037363199617136
4,4,0.12833308039909355
5,5,0.1204533306000827
6,6,0.07057109917711801
7,7,0.08692949142720813
8,8,0.10315223546690432
9,9,0.0909197092504538
10,10,0.08785153564738638
11,11,0.06739245061128131
12,12,0.09546680857081637
13,13,0.09392901616695605
14,14,0.11058572035443327
15,15,0.10102051066661336
16,16,0.08764002596571838
17,17,0.10210768108636568
18,18,0.10379762858421081
19,19,0.08310097728431758
20,20,0.07138949537136788
21,21,0.09060195478089565
22,22,0.10193743607664085
23,23,0.10544979227060329
24,24,0.08173619303460809
25,25,0.10109691745040086
26,26,0.10801989177057146
27,27,0.08234998890827762
28,28,0.10007997746452424
29,29,0.10997474471428345
30,30,0.11487612220091112
31,31,0.08000693853939753
32,32,0.06785891465170622
33,33,0.07308023983653056
34,34,0.07539810847370282
35,35,0.07729608279025611
36,36,0.08343228332445533
37,37,0.09236824005516202
38,38,0.08752200827633733
39,39,0.09217560663674308
40,40,0.09464665586682408
41,41,0.10736767401061298
42,42,0.11849650016627408
43,43,0.129467688008105
44,44,0.08378394542754795
45,45,0.07637703964739893
46,46,0.12214398471804179
47,47,0.07288567200361032
48,48,0.09156504067859356
49,49,0.0974895469453616
50,50,0.08840668579406528
51,51,0.058163550803136406
52,52,0.09142607915573914
53,53,0.09402432604180362
54,54,0.061031281741595604
55,55,0.09884907342457955
56,56,0.07353608807052005
57,57,0.09994932172236808
58,58,0.0866614806297338
59,59,0.10540615543808397
60,60,0.06256172691366287
61,61,0.10195900416141525
62,62,0.10750488030644044
63,63,0.09414833831936635
64,64,0.12226944074729673
65,65,0.07256335548870158
66,66,0.09767009066117077
67,67,0.11237441994750468
68,68,0.1246418245930473
69,69,0.09866811242406792
70,70,0.09227728598728238
71,71,0.0923354450954769
72,72,0.07343236611712782
73,73,0.07813594106218766
74,74,0.1127550877355857
75,75,0.10568476821349751
76,76,0.08133588217417159
77,77,0.11110817699169576
78,78,0.0742098852532994
79,79,0.09449866807752509
80,80,0.10160423960225734
81,81,0.06757931653820769
82,82,0.07393539456332693
83,83,0.087429588958729
84,84,0.09625539170348453
85,85,0.10951173191476367
86,86,0.0986117390266353
87,87,0.0746691464226678
88,88,0.08095853154108898
89,89,0.08273124095630546
90,90,0.10020544931553035
91,91,0.10589175930506545
92,92,0.09359857475240814
93,93,0.06373435060680954
94,94,0.10850063475362191
95,95,0.084419549150249
96,96,0.10557935425563802
97,97,0.07712767805762837
98,98,0.11128976986277915
99,99,0.0707264797158773
