,ID,FINDER
0,0,0.1879893556798944
1,1,0.21217480412629783
2,2,0.25042574117837996
3,3,0.24664627207170775
4,4,0.20399003995080428
5,5,0.21776753972216595
6,6,0.24885147662411283
7,7,0.22844319539849153
8,8,0.22610291633543161
9,9,0.19893512250144355
10,10,0.21630328219086123
11,11,0.23041594490284253
12,12,0.2424820946577554
13,13,0.19734121638186836
14,14,0.24012983760622175
15,15,0.21971781222958098
16,16,0.18921019594942579
17,17,0.2288392644603897
18,18,0.18236907344653122
19,19,0.1692818714159731
20,20,0.23952802869015688
21,21,0.23359897616319797
22,22,0.19140449611777782
23,23,0.20311458102822563
24,24,0.20197426444858435
25,25,0.23558615744890163
26,26,0.23665100327117558
27,27,0.2213987822730417
28,28,0.16637596860984386
29,29,0.21365246797134638
30,30,0.21802077859542263
31,31,0.23168870263351324
32,32,0.1982556482589625
33,33,0.23767564331919214
34,34,0.19134785208042673
35,35,0.23433868239087882
36,36,0.22830095274955747
37,37,0.2320772370513424
38,38,0.24592842046709049
39,39,0.22161362912705768
40,40,0.23304107902627613
41,41,0.22632589132136172
42,42,0.24007359493567898
43,43,0.22879024757833624
44,44,0.17845108320742442
45,45,0.18816753981052423
46,46,0.24070776326054968
47,47,0.22159023803987016
48,48,0.22619588488279324
49,49,0.23827686089592412
50,50,0.20791310547794134
51,51,0.21101101721157625
52,52,0.20093969234654316
53,53,0.19237274129512927
54,54,0.2535985462270078
55,55,0.19516017136154415
56,56,0.17369905795338875
57,57,0.18818949571233073
58,58,0.1893519465794506
59,59,0.18410991344016203
60,60,0.2245323439014822
61,61,0.2309656831932175
62,62,0.24045548315731213
63,63,0.2180758490590034
64,64,0.2276615226795457
65,65,0.2312003359466455
66,66,0.21516870687103767
67,67,0.19378174378212776
68,68,0.22039517793458485
69,69,0.24119069755832126
70,70,0.23265208305449414
71,71,0.218628427065083
72,72,0.22059574365098258
73,73,0.25230609312878594
74,74,0.18669091187739625
75,75,0.18409914447241324
76,76,0.2080997067889884
77,77,0.23295652498576447
78,78,0.23613636021087803
79,79,0.17720563805913597
80,80,0.24208382876366785
81,81,0.18612289664674028
82,82,0.19373589494801058
83,83,0.23767580096500318
84,84,0.18496955863962383
85,85,0.21412582054648246
86,86,0.22292239438816477
87,87,0.2066902604260431
88,88,0.21275422778815556
89,89,0.24098334106946734
90,90,0.2142947237657459
91,91,0.19070488700783964
92,92,0.2308049198104677
93,93,0.2402655261124837
94,94,0.24649097286233307
95,95,0.19530064258327062
96,96,0.23844768605536784
97,97,0.24253072631560335
98,98,0.2324343961094197
99,99,0.19527276296941226
