,ID,HDDA
0,0,0.15587613347804333
1,1,0.11694305802379977
2,2,0.22045628995899968
3,3,0.193567202136216
4,4,0.14235694370107332
5,5,0.17010331981991958
6,6,0.16740605033322167
7,7,0.1504262119330994
8,8,0.1593668226518176
9,9,0.15309450851146347
10,10,0.1678188521528125
11,11,0.1647425218852428
12,12,0.1596060924865401
13,13,0.1845824987960696
14,14,0.1296179698016349
15,15,0.13744676498519015
16,16,0.10391445845346825
17,17,0.14303869123111884
18,18,0.18309248146188362
19,19,0.17344523813528182
20,20,0.16819805088770035
21,21,0.1368748404776922
22,22,0.20752364639426796
23,23,0.1514882869151042
24,24,0.1385113058464507
25,25,0.1664655861189645
26,26,0.12621299106169337
27,27,0.15469729196249368
28,28,0.12688019186022756
29,29,0.13592867025267194
30,30,0.1739296358920696
31,31,0.19374299324358044
32,32,0.15930936476668672
33,33,0.16842756602862297
34,34,0.14482990099010784
35,35,0.16486073812852212
36,36,0.17092619168019357
37,37,0.10847564054201371
38,38,0.13209606316144581
39,39,0.1661953124604966
40,40,0.12078329047317897
41,41,0.13454327256574355
42,42,0.1822384408800781
43,43,0.17644858360995896
44,44,0.1120452176822145
45,45,0.18692540911209718
46,46,0.15061657451330798
47,47,0.16755413352959414
48,48,0.1400965069322025
49,49,0.15345897571422082
50,50,0.12896952252936386
51,51,0.11604187580514871
52,52,0.17382102924345755
53,53,0.16292507332892536
54,54,0.15789108911296723
55,55,0.128859468239295
56,56,0.17648728158656538
57,57,0.16748819621806701
58,58,0.15599563140238407
59,59,0.1855859235517418
60,60,0.19739315665854587
61,61,0.11859181032228051
62,62,0.16915244132121796
63,63,0.20380434694903765
64,64,0.16720746178984078
65,65,0.22472380856937293
66,66,0.21244724094740694
67,67,0.17192448542095107
68,68,0.13420296178930782
69,69,0.17297314703296118
70,70,0.15443482558152086
71,71,0.157715781034231
72,72,0.1910538212093789
73,73,0.13990851500997367
74,74,0.20191311040043133
75,75,0.18549178401719946
76,76,0.19693385275797354
77,77,0.15755853332494085
78,78,0.18073567486965192
79,79,0.1310562584729243
80,80,0.12179584581682847
81,81,0.1602894080138356
82,82,0.19954818361085386
83,83,0.14226963028023615
84,84,0.15256994385278783
85,85,0.17520976522892212
86,86,0.12366189861133181
87,87,0.1716756824717503
88,88,0.15547655279130052
89,89,0.1399001648465485
90,90,0.21766850703876203
91,91,0.18057411056192735
92,92,0.1390572730476594
93,93,0.17423473784326957
94,94,0.1659954499942665
95,95,0.13907017253989246
96,96,0.17366890786568664
97,97,0.17248512530158006
98,98,0.21610037964878007
99,99,0.17644062804953242
