,ID,HDA
0,0,0.026981675108458975
1,1,0.015083999005634754
2,2,0.01702073864783081
3,3,0.021837421630654604
4,4,0.016518087956299807
5,5,0.01570813173826992
6,6,0.043422131086234286
7,7,0.024151340965997286
8,8,0.0228255598232021
9,9,0.022018172501311495
10,10,0.010481523620185174
11,11,0.015289420944578807
12,12,0.011040514700933706
13,13,0.009247106249779674
14,14,0.011957645000389767
15,15,0.023150723168927353
16,16,0.0231913716013593
17,17,0.021814176639028994
18,18,0.018844136174301477
19,19,0.019453665565031922
20,20,0.033259381728056835
21,21,0.023465338802811292
22,22,0.03317355706909876
23,23,0.017233678146278065
24,24,0.012275321061033033
25,25,0.014804602632337656
26,26,0.019685233587194817
27,27,0.02602812347913387
28,28,0.012171448365318463
29,29,0.013092471925231086
30,30,0.008077966150538973
31,31,0.023328503520626567
32,32,0.01181552207112402
33,33,0.015419319360726722
34,34,0.015799606727723122
35,35,0.00930061573340546
36,36,0.009608058133967439
37,37,0.013614589428476676
38,38,0.016495981872811344
39,39,0.012035926808777646
40,40,0.007193497027053228
41,41,0.02968809032068002
42,42,0.013992721225723473
43,43,0.01210711861514247
44,44,0.025285509030984282
45,45,0.028194321067529785
46,46,0.03482927902095787
47,47,0.00850376019566565
48,48,0.02243741505182492
49,49,0.01726965894143997
50,50,0.037428133860730614
51,51,0.010936259392728452
52,52,0.022210824445856665
53,53,0.025464561805581216
54,54,0.01859699903552953
55,55,0.018320052884213175
56,56,0.025400979790396332
57,57,0.014905627118527498
58,58,0.032237809809769744
59,59,0.027999240636803577
60,60,0.012828676865775837
61,61,0.01360975105011341
62,62,0.025379281219048446
63,63,0.013772750515297388
64,64,0.027023603218377025
65,65,0.02809599195288801
66,66,0.023680049035091362
67,67,0.012521602681279604
68,68,0.015652990233351274
69,69,0.016998728958045498
70,70,0.018016668626668866
71,71,0.03077804715118536
72,72,0.026810276461426388
73,73,0.0149576083539541
74,74,0.02989957516941469
75,75,0.024454206497136918
76,76,0.02426024207956958
77,77,0.0176360668438309
78,78,0.021909534714932875
79,79,0.030215247682456346
80,80,0.01704052452600622
81,81,0.01404906615429024
82,82,0.0341685737160821
83,83,0.012647097629905527
84,84,0.023738884965861386
85,85,0.022095767617907172
86,86,0.01386540998521496
87,87,0.011678601506872598
88,88,0.00917574415300164
89,89,0.02866748400503531
90,90,0.009537505954615931
91,91,0.011942621313328626
92,92,0.009151651478612254
93,93,0.00951976305341651
94,94,0.01835067191828802
95,95,0.016261381662510378
96,96,0.01689901572905626
97,97,0.02000928824844425
98,98,0.01632613576746985
99,99,0.011477380392389427
