,ID,SHATTER
0,0,0.052125689307853086
1,1,0.08410119517396754
2,2,0.07388695502798964
3,3,0.05785489958161816
4,4,0.07173144185657442
5,5,0.08436203544314956
6,6,0.04885242094795804
7,7,0.08657822992086074
8,8,0.09770143601742064
9,9,0.06627497649177401
10,10,0.062110629490606924
11,11,0.06286581968488103
12,12,0.05365559616458508
13,13,0.06869363434674079
14,14,0.07042823136535926
15,15,0.05132837644199794
16,16,0.07942440119976808
17,17,0.03129742190481663
18,18,0.06432067472905453
19,19,0.059650205062449314
20,20,0.06946777792227239
21,21,0.08727252162429247
22,22,0.06994959690620257
23,23,0.07538381878289628
24,24,0.09127295604624569
25,25,0.09082235390936932
26,26,0.06025359427852988
27,27,0.05456253480401178
28,28,0.07186260773359664
29,29,0.06817319228300289
30,30,0.068065139678354
31,31,0.11698799247502972
32,32,0.07971446710516103
33,33,0.06965658836616924
34,34,0.08628850125652797
35,35,0.08605939693598805
36,36,0.06783300979426758
37,37,0.06729665516653849
38,38,0.07333590567331497
39,39,0.06079809184407896
40,40,0.08022323369113561
41,41,0.07305363754768972
42,42,0.06705127182932459
43,43,0.0941460992547952
44,44,0.07178001745402939
45,45,0.0650816091545429
46,46,0.08344012384896429
47,47,0.10058656157739598
48,48,0.07751695500782013
49,49,0.09686060028787474
50,50,0.0824670909730811
51,51,0.0591841346833244
52,52,0.07623640761410125
53,53,0.08947410781651997
54,54,0.0388227399936548
55,55,0.07535458550764645
56,56,0.08462578917095663
57,57,0.09171716901475452
58,58,0.07605464573767452
59,59,0.0748395739875532
60,60,0.07486381575111457
61,61,0.09050160374832035
62,62,0.054411194158666965
63,63,0.05734021850595625
64,64,0.07648434223796616
65,65,0.07768858484825318
66,66,0.06948770140962143
67,67,0.07703182479066747
68,68,0.07229525486136247
69,69,0.06799572214247956
70,70,0.05561860000737975
71,71,0.06875624827064993
72,72,0.06581543553696362
73,73,0.07071879356642297
74,74,0.04934235561817824
75,75,0.06834318641501917
76,76,0.06011109344330314
77,77,0.07544858353097747
78,78,0.07953382100638279
79,79,0.061334736105844556
80,80,0.06175547002874623
81,81,0.09923262567090249
82,82,0.0667484034802168
83,83,0.06883616042342279
84,84,0.11149949924854435
85,85,0.10256586667319968
86,86,0.07878114860823908
87,87,0.06845348114035718
88,88,0.05351754684526118
89,89,0.06888345342165333
90,90,0.08533315807639409
91,91,0.06741743478113847
92,92,0.0768901491252391
93,93,0.07466985326901761
94,94,0.09645955736197401
95,95,0.0736937054986176
96,96,0.07337004656914484
97,97,0.07175758267163393
98,98,0.05575379159810927
99,99,0.07993769857850787
