,ANOC,Algorithms
0,0.10604014531345693,HDSA
1,0.15435008800479566,HDSA
2,0.15311603052046455,HDSA
3,0.20898298964715897,HDSA
4,0.11311092081763845,HDSA
5,0.16917587610894266,HDSA
6,0.1773062100631189,HDSA
7,0.196006688440552,HDSA
8,0.107356685126872,HDSA
9,0.18014221085930024,HDSA
10,0.10179367850198794,HDSA
11,0.11435362899800433,HDSA
12,0.10559601528511182,HDSA
13,0.15832226962108767,HDSA
14,0.2024764844882864,HDSA
15,0.19415302863748216,HDSA
16,0.170962370710303,HDSA
17,0.16719584573576513,HDSA
18,0.21779897523727634,HDSA
19,0.2150437829598978,HDSA
20,0.1867799224367924,HDSA
21,0.15724074576685906,HDSA
22,0.11801455894527373,HDSA
23,0.13910576787580212,HDSA
24,0.1995132312612399,HDSA
25,0.13216047035181064,HDSA
26,0.14127061093098525,HDSA
27,0.16847263141167584,HDSA
28,0.11130044850746827,HDSA
29,0.15316998990607053,HDSA
30,0.1551485570022887,HDSA
31,0.15071678047848178,HDSA
32,0.12827925007949958,HDSA
33,0.17553860841675872,HDSA
34,0.1768761742832499,HDSA
35,0.17783910441275055,HDSA
36,0.10657561466294024,HDSA
37,0.14475262024517094,HDSA
38,0.1221388285051307,HDSA
39,0.10347386143656064,HDSA
40,0.12044785908102515,HDSA
41,0.12095560502044575,HDSA
42,0.15474612866672705,HDSA
43,0.15824538386539114,HDSA
44,0.19000071516767167,HDSA
45,0.1609133631240355,HDSA
46,0.16773106905240076,HDSA
47,0.15501070714347914,HDSA
48,0.16729210329125618,HDSA
49,0.19359722976748595,HDSA
50,0.11828607727286915,HDSA
51,0.1545332326886598,HDSA
52,0.13741882917349968,HDSA
53,0.15549663637243116,HDSA
54,0.1670819929100033,HDSA
55,0.14582668095942175,HDSA
56,0.17208077846319347,HDSA
57,0.1297679305103376,HDSA
58,0.18594311251183213,HDSA
59,0.1432883698103946,HDSA
60,0.16055321774228454,HDSA
61,0.11051890703400047,HDSA
62,0.14532070680445286,HDSA
63,0.22604515263476166,HDSA
64,0.12412430737694287,HDSA
65,0.1085623909006838,HDSA
66,0.16094817540980105,HDSA
67,0.19016111708141575,HDSA
68,0.1481885019514698,HDSA
69,0.17084728997487866,HDSA
70,0.1207734873440902,HDSA
71,0.12312332489584912,HDSA
72,0.20170062069445865,HDSA
73,0.17930439857982952,HDSA
74,0.17466351495774562,HDSA
75,0.15686646626541018,HDSA
76,0.15293549684493452,HDSA
77,0.12909246558047074,HDSA
78,0.15838112310654628,HDSA
79,0.15696090750115274,HDSA
80,0.18226467879754896,HDSA
81,0.2179043460836184,HDSA
82,0.15760189108556974,HDSA
83,0.1362391682654387,HDSA
84,0.1782137583342072,HDSA
85,0.14915210287005126,HDSA
86,0.1927686706743396,HDSA
87,0.1508174869962659,HDSA
88,0.18248448763687172,HDSA
89,0.18072181962610376,HDSA
90,0.15803398680300973,HDSA
91,0.1319288962785397,HDSA
92,0.18740127492412048,HDSA
93,0.14539996018254192,HDSA
94,0.1925112953838839,HDSA
95,0.12331631320258545,HDSA
96,0.13457347965343902,HDSA
97,0.15969545728483747,HDSA
98,0.1362173431757159,HDSA
99,0.1521000694934912,HDSA
0,0.14109201916948275,HDDA
1,0.1824244921181611,HDDA
2,0.11875492916831615,HDDA
3,0.1113224962569268,HDDA
4,0.2489066658672584,HDDA
5,0.13662605305950298,HDDA
6,0.15718919084148042,HDDA
7,0.14016974256674822,HDDA
8,0.1948991935819697,HDDA
9,0.1143633020584855,HDDA
10,0.20636939553701628,HDDA
11,0.20129285527877505,HDDA
12,0.1587684001434318,HDDA
13,0.16226465712442628,HDDA
14,0.1544670296087732,HDDA
15,0.14222087057211058,HDDA
16,0.13593468731455935,HDDA
17,0.13003076394287924,HDDA
18,0.09479810473133404,HDDA
19,0.17686827196812566,HDDA
20,0.14537802850552708,HDDA
21,0.15835642385714782,HDDA
22,0.1618142209259962,HDDA
23,0.14935696165474374,HDDA
24,0.1481918331139742,HDDA
25,0.15717733120735936,HDDA
26,0.19341557459104014,HDDA
27,0.18082006298919212,HDDA
28,0.19704034393529812,HDDA
29,0.11126840337117172,HDDA
30,0.13050924096714175,HDDA
31,0.1271410958584338,HDDA
32,0.17009590332660784,HDDA
33,0.1955379886179879,HDDA
34,0.14290177962882053,HDDA
35,0.1415746936120146,HDDA
36,0.18888993498389786,HDDA
37,0.12667910256140147,HDDA
38,0.19241791408355305,HDDA
39,0.2007259522317385,HDDA
40,0.17130159631441885,HDDA
41,0.1908997606385356,HDDA
42,0.15351156867587612,HDDA
43,0.1718027138808957,HDDA
44,0.11759817483099347,HDDA
45,0.17370343038118152,HDDA
46,0.0940079288955936,HDDA
47,0.21380552903765385,HDDA
48,0.1635917361045692,HDDA
49,0.17726805294697878,HDDA
50,0.15792722825211816,HDDA
51,0.15237259526872118,HDDA
52,0.20162659191806534,HDDA
53,0.15412782024616686,HDDA
54,0.11725833821226242,HDDA
55,0.16584442948878395,HDDA
56,0.16118966674906424,HDDA
57,0.16015781106352142,HDDA
58,0.10563342433029037,HDDA
59,0.11895494480215055,HDDA
60,0.13445560381421404,HDDA
61,0.10510244853806903,HDDA
62,0.16571797444999314,HDDA
63,0.14616839654911098,HDDA
64,0.17998304690008818,HDDA
65,0.17139338624776435,HDDA
66,0.11870237869974312,HDDA
67,0.1653170156321261,HDDA
68,0.15446397008842702,HDDA
69,0.1872136432765075,HDDA
70,0.18681201182483687,HDDA
71,0.2281095200203397,HDDA
72,0.15342029247295616,HDDA
73,0.13411327434095222,HDDA
