,ID,HPA
0,0,0.10298597615495156
1,1,0.10401925071760582
2,2,0.11388870920364459
3,3,0.10141534609135734
4,4,0.10736006611447793
5,5,0.10728331033840927
6,6,0.0829625200335768
7,7,0.09721105706186993
8,8,0.10082982258738495
9,9,0.11360286528521903
10,10,0.08433755145174943
11,11,0.1261797258168006
12,12,0.11784895829564737
13,13,0.10513274546341493
14,14,0.09867100543039749
15,15,0.12006134847030296
16,16,0.10199805414835109
17,17,0.12783220061794262
18,18,0.09497351177880513
19,19,0.11303802374185112
20,20,0.13100750080039936
21,21,0.1411405078601648
22,22,0.11860045969375765
23,23,0.10434112994335608
24,24,0.09642982617657671
25,25,0.11690381987998766
26,26,0.10042770185157686
27,27,0.09904394992587157
28,28,0.09848195124774903
29,29,0.10495529482461644
30,30,0.09717005948298724
31,31,0.10177357245294467
32,32,0.11238814629690604
33,33,0.09271516768837672
34,34,0.11557607309856333
35,35,0.11536886289853385
36,36,0.12040442796582614
37,37,0.11477807338838288
38,38,0.14075778725469318
39,39,0.10885651738247025
40,40,0.09503025314643594
41,41,0.12356013006430071
42,42,0.09841249341643223
43,43,0.10082775485035998
44,44,0.10086732020166365
45,45,0.11865849988420252
46,46,0.11622269829466794
47,47,0.1001540609932108
48,48,0.10608241447709638
49,49,0.1016275784660014
50,50,0.10024839751208021
51,51,0.10719109740386469
52,52,0.12727911285934948
53,53,0.10584740239325213
54,54,0.12762464260393322
55,55,0.11362444376712337
56,56,0.12311446623780319
57,57,0.12334076231913953
58,58,0.11355108828058572
59,59,0.10360713372305355
60,60,0.09770693449969627
61,61,0.08533330888167742
62,62,0.10531345807100005
63,63,0.10273263961335775
64,64,0.11083336009288772
65,65,0.11147546717325624
66,66,0.11470785228306205
67,67,0.09882539649607366
68,68,0.10644352559112667
69,69,0.07799816947167357
70,70,0.11108018426570036
71,71,0.12192093317127285
72,72,0.11019679100535151
73,73,0.11386025642757887
74,74,0.1067484399778563
75,75,0.10960404863160247
76,76,0.10301041054834156
77,77,0.12326161965602885
78,78,0.10661025925288595
79,79,0.10605139833433727
80,80,0.11807097031715807
81,81,0.10300834658886038
82,82,0.10392360393832795
83,83,0.12576242207021243
84,84,0.09634747886101444
85,85,0.11677005753966219
86,86,0.12749908888596645
87,87,0.1087515067325573
88,88,0.10224634587905049
89,89,0.1151944002663252
90,90,0.10949075962649323
91,91,0.1134343069084049
92,92,0.11265473108928545
93,93,0.10345152740320583
94,94,0.10587803054510866
95,95,0.12569767217540187
96,96,0.09990671983359414
97,97,0.11582028853252904
98,98,0.10518309305161834
99,99,0.1283871484779535
