,ID,HDDA
0,0,0.05755070792723145
1,1,0.06848321523267965
2,2,0.05886540025876509
3,3,0.11018186779545566
4,4,0.05996217781920858
5,5,0.06970276162675201
6,6,0.06214251657239902
7,7,0.0727396136015584
8,8,0.05138283568178047
9,9,0.0718776508914437
10,10,0.03968694387961157
11,11,0.06060677191404518
12,12,0.027070610332924436
13,13,0.03375875553683804
14,14,0.07939681728881598
15,15,0.06037232792173804
16,16,0.028721319642514048
17,17,0.08305368849656466
18,18,0.06271445300713366
19,19,0.05260671115344181
20,20,0.05693951786464492
21,21,0.05372200537738852
22,22,0.06482324199234914
23,23,0.053371886715113497
24,24,0.0769330774511506
25,25,0.05711371925499709
26,26,0.03534285613861109
27,27,0.05109104963888142
28,28,0.018639105649415334
29,29,0.07547416527202351
30,30,0.07334178885369873
31,31,0.046638189579599
32,32,0.05410077618106915
33,33,0.0830521878646123
34,34,0.02847542234535563
35,35,0.015378816582745926
36,36,0.06843674028950456
37,37,0.05827285091465002
38,38,0.06959523502572741
39,39,0.037181046035515156
40,40,0.06870400474035003
41,41,0.07197492370673456
42,42,0.04729167992999978
43,43,0.044353986608246444
44,44,0.02416885020506789
45,45,0.08494998854254926
46,46,0.10026962417077102
47,47,0.06290901554343392
48,48,0.036854083676621935
49,49,0.04830662003823241
50,50,0.06653002017578799
51,51,0.10088658811188694
52,52,0.057146495362124454
53,53,0.06067850696618205
54,54,0.04688253172991179
55,55,0.04064578358639828
56,56,0.04578292102567357
57,57,0.06044549729698554
58,58,0.04184657437347968
59,59,0.0722052907735691
60,60,0.02895355971031838
61,61,0.08987050748257144
62,62,0.04947589642402884
63,63,0.0566499899316552
64,64,0.041873402344188584
65,65,0.0744807134658348
66,66,0.05349896968374844
67,67,0.05764278873369764
68,68,0.06141170595752261
69,69,0.07433532833970555
70,70,0.051763652391765565
71,71,0.04832951440828204
72,72,0.06202713136600209
73,73,0.03952976546648047
74,74,0.06743448303093294
75,75,0.040332016779178435
76,76,0.06390636997319613
77,77,0.05426699192595032
78,78,0.07630340014796974
79,79,0.060187458081836544
80,80,0.0541514186860056
81,81,0.07391652863829465
82,82,0.04934021767048758
83,83,0.051646274637056316
84,84,0.057409691838842154
85,85,0.036473254238143286
86,86,0.05834744392300971
87,87,0.06167768946547883
88,88,0.04435920526161515
89,89,0.07356994502432702
90,90,0.03413777057568182
91,91,0.02741343926634103
92,92,0.016701482141926828
93,93,0.09376575590955218
94,94,0.04070309635478471
95,95,0.07907233568180486
96,96,0.05009453677882915
97,97,0.034311000675663464
98,98,0.06713301981763009
99,99,0.06103500426971277
