,ANOC,Algorithms
0,0.10709893883980244,HDSA
1,0.08255927930106448,HDSA
2,0.08718785126596841,HDSA
3,0.0604843417920985,HDSA
4,0.04739520229618873,HDSA
5,0.08777749989037326,HDSA
6,0.08311494340378398,HDSA
7,0.0725835308226492,HDSA
8,0.04822596015522198,HDSA
9,0.09522077008382043,HDSA
10,0.0649821061893753,HDSA
11,0.10055076090374257,HDSA
12,0.034719273988146115,HDSA
13,0.0709567763161139,HDSA
14,0.0366770371424866,HDSA
15,0.09555975911990368,HDSA
16,0.09029618824663377,HDSA
17,0.058168852170114874,HDSA
18,0.09195625334808832,HDSA
19,0.0906375504219366,HDSA
20,0.097036119550863,HDSA
21,0.07768082572082027,HDSA
22,0.12024603310729373,HDSA
23,0.07554916986463041,HDSA
24,0.11261607684440846,HDSA
25,0.08221206711065744,HDSA
26,0.08145588381881537,HDSA
27,0.08205252601203131,HDSA
28,0.13204090933082682,HDSA
29,0.061782276286598964,HDSA
30,0.026309094895256152,HDSA
31,0.059116964112524775,HDSA
32,0.07718260398633366,HDSA
33,0.0645048073342108,HDSA
34,0.08274880954308422,HDSA
35,0.09886310187211704,HDSA
36,0.033636822268451966,HDSA
37,0.1093235205777069,HDSA
38,0.05218019349786776,HDSA
39,0.05281660231202084,HDSA
40,0.040791721385017785,HDSA
41,0.07746923846730892,HDSA
42,0.049674824534851315,HDSA
43,0.03946272179514336,HDSA
44,0.10631522889462984,HDSA
45,0.09687062337645784,HDSA
46,0.04674158239839122,HDSA
47,0.07517774180016237,HDSA
48,0.09682109928933563,HDSA
49,0.06062509404253096,HDSA
50,0.07816948548974148,HDSA
51,0.038451760932019866,HDSA
52,0.0900693161343246,HDSA
53,0.03940563682243845,HDSA
54,0.08787887122192863,HDSA
55,0.090749496201843,HDSA
56,0.08837937484751633,HDSA
57,0.03973664459910743,HDSA
58,0.09133110130887813,HDSA
59,0.05920404376544234,HDSA
60,0.10593932055944484,HDSA
61,0.06340489073304688,HDSA
62,0.10423264094602934,HDSA
63,0.08314606376839584,HDSA
64,0.09300231072594987,HDSA
65,0.10456533042504826,HDSA
66,0.08683367917709042,HDSA
67,0.09946636327938953,HDSA
68,0.06687424255166488,HDSA
69,0.10473102803445723,HDSA
70,0.07237544855041267,HDSA
71,0.08081180471971658,HDSA
72,0.1013742739866654,HDSA
73,0.0681826049061138,HDSA
74,0.0745123237758539,HDSA
75,0.0976044586221756,HDSA
76,0.08884395314243619,HDSA
77,0.06988980028301997,HDSA
78,0.050795303184196484,HDSA
79,0.07306922931122664,HDSA
80,0.10479544448760304,HDSA
81,0.08625027605072909,HDSA
82,0.0757328212593111,HDSA
83,0.0616033320751841,HDSA
84,0.08128839232925253,HDSA
85,0.10360376546807397,HDSA
86,0.09221368808056923,HDSA
87,0.04423332504651673,HDSA
88,0.06411911911970103,HDSA
89,0.09789042132829599,HDSA
90,0.0711105762441138,HDSA
91,0.08221984398722808,HDSA
92,0.1097549065605437,HDSA
93,0.02365957456069283,HDSA
94,0.10489355433926237,HDSA
95,0.0959919845997823,HDSA
96,0.09800194039571324,HDSA
97,0.08224038216411178,HDSA
98,0.07483946062759406,HDSA
99,0.10421536042988773,HDSA
0,0.05755070792723145,HDDA
1,0.06848321523267965,HDDA
2,0.05886540025876509,HDDA
3,0.11018186779545566,HDDA
4,0.059962177819208574,HDDA
5,0.06970276162675201,HDDA
6,0.062142516572399026,HDDA
7,0.0727396136015584,HDDA
8,0.05138283568178047,HDDA
9,0.0718776508914437,HDDA
10,0.039686943879611566,HDDA
11,0.06060677191404518,HDDA
12,0.02707061033292444,HDDA
13,0.03375875553683804,HDDA
14,0.07939681728881598,HDDA
15,0.060372327921738037,HDDA
16,0.02872131964251405,HDDA
17,0.08305368849656466,HDDA
18,0.06271445300713366,HDDA
19,0.052606711153441815,HDDA
20,0.05693951786464493,HDDA
21,0.05372200537738852,HDDA
22,0.06482324199234914,HDDA
23,0.053371886715113497,HDDA
24,0.0769330774511506,HDDA
25,0.057113719254997086,HDDA
26,0.03534285613861109,HDDA
27,0.05109104963888142,HDDA
28,0.01863910564941533,HDDA
29,0.07547416527202351,HDDA
30,0.07334178885369873,HDDA
31,0.046638189579599004,HDDA
32,0.05410077618106915,HDDA
33,0.0830521878646123,HDDA
34,0.02847542234535563,HDDA
35,0.015378816582745924,HDDA
36,0.06843674028950457,HDDA
37,0.05827285091465002,HDDA
38,0.06959523502572741,HDDA
39,0.03718104603551516,HDDA
40,0.06870400474035003,HDDA
41,0.07197492370673456,HDDA
42,0.04729167992999978,HDDA
43,0.04435398660824645,HDDA
44,0.024168850205067892,HDDA
45,0.08494998854254926,HDDA
46,0.10026962417077102,HDDA
47,0.06290901554343392,HDDA
48,0.036854083676621935,HDDA
49,0.04830662003823241,HDDA
50,0.06653002017578799,HDDA
51,0.10088658811188694,HDDA
52,0.05714649536212445,HDDA
53,0.06067850696618205,HDDA
54,0.04688253172991179,HDDA
55,0.04064578358639828,HDDA
56,0.04578292102567357,HDDA
57,0.060445497296985534,HDDA
58,0.04184657437347968,HDDA
59,0.0722052907735691,HDDA
60,0.02895355971031838,HDDA
61,0.08987050748257144,HDDA
62,0.04947589642402884,HDDA
63,0.0566499899316552,HDDA
64,0.04187340234418858,HDDA
65,0.0744807134658348,HDDA
66,0.05349896968374844,HDDA
67,0.05764278873369764,HDDA
68,0.061411705957522614,HDDA
69,0.07433532833970555,HDDA
70,0.05176365239176557,HDDA
71,0.04832951440828204,HDDA
72,0.06202713136600209,HDDA
73,0.03952976546648047,HDDA
