,ID,HDIA
0,0,0.08741421767408007
1,1,0.111009139878384
2,2,0.12086128966009942
3,3,0.11189238801247992
4,4,0.1173739319466549
5,5,0.10630856289077459
6,6,0.11078394421935245
7,7,0.11033521081314479
8,8,0.11892139423524098
9,9,0.08415293800641512
10,10,0.10643320413457337
11,11,0.1363817876513939
12,12,0.06646023493143148
13,13,0.09312032764929194
14,14,0.07322009377428618
15,15,0.13415366245342833
16,16,0.07432445455563075
17,17,0.09896551370839703
18,18,0.11152764034149741
19,19,0.10707129027842278
20,20,0.08824254485026058
21,21,0.09949152960791677
22,22,0.0980924575084809
23,23,0.07908160119140946
24,24,0.11427279888591807
25,25,0.10065035722843572
26,26,0.09761493245106452
27,27,0.11640342727766104
28,28,0.1250133685235278
29,29,0.10303229937217247
30,30,0.06114595553184571
31,31,0.10276204463862573
32,32,0.11932401871491269
33,33,0.10127591290631054
34,34,0.07875826620666514
35,35,0.12500251539580287
36,36,0.14996110317466363
37,37,0.09345138144559985
38,38,0.1265786214306936
39,39,0.09646463241626102
40,40,0.10786445951785487
41,41,0.15156380294879265
42,42,0.08703459069106344
43,43,0.08911977401957165
44,44,0.14814494669761408
45,45,0.1268535295068128
46,46,0.12780176140452387
47,47,0.13517378122002383
48,48,0.11085754955690183
49,49,0.07663899244380379
50,50,0.1198300051331359
51,51,0.0833790439695283
52,52,0.11323504358235507
53,53,0.07178600444451197
54,54,0.1377055616553244
55,55,0.09647174417875871
56,56,0.1192805742956278
57,57,0.13505831451926506
58,58,0.13657267947137852
59,59,0.11659316612281946
60,60,0.11652110330656779
61,61,0.11540747524116012
62,62,0.08871964175188204
63,63,0.11710213590788478
64,64,0.08374033183491934
65,65,0.10354126869835811
66,66,0.07309391652105723
67,67,0.11485432863398817
68,68,0.1004780907529497
69,69,0.04201913459985189
70,70,0.1238875775262674
71,71,0.12897342386496446
72,72,0.11432140920274801
73,73,0.11243233800120654
74,74,0.11358568623465476
75,75,0.08239938254381478
76,76,0.1490899562657318
77,77,0.10774300910132613
78,78,0.09123910662019115
79,79,0.09522711596882516
80,80,0.0839515594307421
81,81,0.11676460470108403
82,82,0.0654492577730693
83,83,0.11977150436998488
84,84,0.07112213116110358
85,85,0.12600022068130481
86,86,0.0914369891082146
87,87,0.11913780631918276
88,88,0.12473278565679183
89,89,0.13457740218312117
90,90,0.10846197931249778
91,91,0.10611926895295454
92,92,0.11067084415426434
93,93,0.09175089131494783
94,94,0.09268245270331617
95,95,0.10973105127951227
96,96,0.12330171329135091
97,97,0.11122370639049327
98,98,0.10562052634517137
99,99,0.11008668944668178
