,ID,HPA
0,0,0.2446976792372443
1,1,0.24728670173266326
2,2,0.2570602802449988
3,3,0.24899939064703372
4,4,0.23729908362025068
5,5,0.2557555156489981
6,6,0.247593048655412
7,7,0.24909670332514394
8,8,0.24445702310647646
9,9,0.2465829606993759
10,10,0.24743971818575922
11,11,0.24251496671141043
12,12,0.24567071914174157
13,13,0.25035291101808055
14,14,0.2480642516265695
15,15,0.24762892068193018
16,16,0.2418920090060154
17,17,0.24293684285057593
18,18,0.2485588728705684
19,19,0.24708843937125347
20,20,0.2395398369924693
21,21,0.23836947514157078
22,22,0.2555162499123375
23,23,0.24605273867203808
24,24,0.2614313543067705
25,25,0.24764594232117734
26,26,0.24009922935590003
27,27,0.2570325138666468
28,28,0.2487932312621667
29,29,0.25056118546236533
30,30,0.23807365114816578
31,31,0.25772215605142695
32,32,0.263999663593884
33,33,0.24818923996105674
34,34,0.2524461061119399
35,35,0.2470302577575945
36,36,0.22863444027292512
37,37,0.25162181351170476
38,38,0.25040917641888655
39,39,0.2460880706707169
40,40,0.25124731253805377
41,41,0.25392076962826027
42,42,0.2551152224865939
43,43,0.2519993585102689
44,44,0.24772165499024937
45,45,0.24473982067951847
46,46,0.24216605233574817
47,47,0.23290797227131185
48,48,0.253799563406343
49,49,0.24761636655097793
50,50,0.24645033288359655
51,51,0.2369388046663135
52,52,0.2455181965400862
53,53,0.23949929677135687
54,54,0.24697102019284425
55,55,0.24318896573584436
56,56,0.24678679887844487
57,57,0.239610581314002
58,58,0.250021283965927
59,59,0.25360393914712803
60,60,0.23758749199554094
61,61,0.2445120589225843
62,62,0.2458016268024859
63,63,0.2611728206819609
64,64,0.25903387418094714
65,65,0.24361994429567732
66,66,0.24773877727250035
67,67,0.25052057908344544
68,68,0.24769593119523045
69,69,0.25153941799281915
70,70,0.2507566454442959
71,71,0.24047772179010254
72,72,0.24070783249842734
73,73,0.24348017526294985
74,74,0.2517302081408584
75,75,0.23845714417280195
76,76,0.23740169613477524
77,77,0.2588287564217871
78,78,0.2525332308102874
79,79,0.24242419183095631
80,80,0.24247041443822034
81,81,0.24314485544938083
82,82,0.24785854885126493
83,83,0.24574170989475655
84,84,0.249717007619949
85,85,0.24221057223639145
86,86,0.24408396066645305
87,87,0.24848465857958277
88,88,0.24347154636521395
89,89,0.24538154643810164
90,90,0.24298892724588453
91,91,0.2463957513234052
92,92,0.24942341890182962
93,93,0.2414116123109049
94,94,0.25001784324667936
95,95,0.2409711012904572
96,96,0.23935919712878223
97,97,0.2552330848636055
98,98,0.24489660763022514
99,99,0.2467784989869938
