,ID,SHATTER
0,0,0.1125464304190459
1,1,0.09992286525642208
2,2,0.1435319391019412
3,3,0.0954650787232089
4,4,0.10437977133028377
5,5,0.07480373674817214
6,6,0.13622482206717826
7,7,0.12347878590535012
8,8,0.14439999982557575
9,9,0.0831862026708649
10,10,0.11662590710147926
11,11,0.1388812984932013
12,12,0.09053661722050328
13,13,0.1297778595133442
14,14,0.10772962619897439
15,15,0.12039982991461573
16,16,0.12695954732302245
17,17,0.12235874554013973
18,18,0.12289422677133227
19,19,0.13203078688835437
20,20,0.13095703760118868
21,21,0.12216404279506657
22,22,0.1221979312048084
23,23,0.1347863264629671
24,24,0.08877189113728824
25,25,0.12186563255845478
26,26,0.1073966408528198
27,27,0.12082296957753474
28,28,0.10242965551111367
29,29,0.11513432200020943
30,30,0.12584024655133746
31,31,0.12390347870991891
32,32,0.1241908316767525
33,33,0.12970028928478966
34,34,0.09237623514705631
35,35,0.1311779538523202
36,36,0.11955393537274886
37,37,0.11340170937287596
38,38,0.10947908792924085
39,39,0.08733353207181234
40,40,0.12091060702936669
41,41,0.11855480251961041
42,42,0.12072551797934962
43,43,0.09961584342639063
44,44,0.10357376668418825
45,45,0.11172612353267941
46,46,0.11091340738616398
47,47,0.11976455706573061
48,48,0.1123077983145294
49,49,0.09511737401612262
50,50,0.09637022496457559
51,51,0.11543752417963633
52,52,0.1252689046309081
53,53,0.15309523534887942
54,54,0.11895996426266622
55,55,0.13399467957150304
56,56,0.11550043990641405
57,57,0.10382370660684259
58,58,0.10412244890546264
59,59,0.11395194754125679
60,60,0.1279424421965409
61,61,0.11797621073791141
62,62,0.10560605069641149
63,63,0.11235845726185446
64,64,0.11210199606500261
65,65,0.10305919582644608
66,66,0.1119881040294242
67,67,0.1207835431307943
68,68,0.10790212496212209
69,69,0.11761686018128711
70,70,0.12355933571095247
71,71,0.11076895239916641
72,72,0.10722763583108248
73,73,0.11030116925894624
74,74,0.11599181784751013
75,75,0.12282857843962208
76,76,0.1280002712214468
77,77,0.12999050663624337
78,78,0.09742907598585153
79,79,0.12381079841450067
80,80,0.1078687855326689
81,81,0.11646174032156648
82,82,0.13924470167166622
83,83,0.11589748764125261
84,84,0.08462670831629591
85,85,0.10016618129036768
86,86,0.13319911395657819
87,87,0.10135404735759786
88,88,0.14648507896609592
89,89,0.12117132708334823
90,90,0.1291429392129706
91,91,0.1479809135864699
92,92,0.11444395855391955
93,93,0.12456361673297547
94,94,0.1205812098115274
95,95,0.10067631735345112
96,96,0.11108000036496601
97,97,0.10379737675681983
98,98,0.12477641762948967
99,99,0.12484254464208945
