,ID,FINDER
0,0,0.06606248304676547
1,1,0.0940237158363898
2,2,0.12687635131182115
3,3,0.06840256465914413
4,4,0.0960539200168339
5,5,0.08674676386213274
6,6,0.053930323262947215
7,7,0.09457109205759404
8,8,0.10065707619675575
9,9,0.08536061846280545
10,10,0.07751137470622153
11,11,0.07270383221354783
12,12,0.0730621142155316
13,13,0.07994280670929557
14,14,0.0807383774281265
15,15,0.08201158491232621
16,16,0.08055048551238361
17,17,0.09050030781537798
18,18,0.07495387981293408
19,19,0.09223915718425538
20,20,0.0733920152846927
21,21,0.11598603872547239
22,22,0.1007611159351224
23,23,0.08483415201289607
24,24,0.11374234391952587
25,25,0.11382515883105444
26,26,0.09300372354596657
27,27,0.0616116652908169
28,28,0.09761170187147392
29,29,0.07573106798493444
30,30,0.08787499846788914
31,31,0.10532236649941454
32,32,0.08753934749164653
33,33,0.08461604606764017
34,34,0.1282496289744234
35,35,0.1157844172779497
36,36,0.07858850104859072
37,37,0.07187156400010887
38,38,0.0965714392409053
39,39,0.06502049000360573
40,40,0.09332850903084665
41,41,0.08727110249180964
42,42,0.07050684439167985
43,43,0.11543714319488028
44,44,0.08163984284639779
45,45,0.09604562120252003
46,46,0.08915654473425845
47,47,0.12701791213233385
48,48,0.08306826397443376
49,49,0.09872402741410512
50,50,0.0976970336696993
51,51,0.10852475316651197
52,52,0.09714565500423648
53,53,0.08925157230528165
54,54,0.07925915204352853
55,55,0.09259736508196552
56,56,0.08888971417509227
57,57,0.0948861675672171
58,58,0.07790268007285651
59,59,0.08524827611446852
60,60,0.10329269475482608
61,61,0.09437992084058314
62,62,0.05663197333145147
63,63,0.06782090973164016
64,64,0.09704747325166516
65,65,0.0916721033995567
66,66,0.08213682944143307
67,67,0.09368187906861405
68,68,0.09041848537589105
69,69,0.07834372813896366
70,70,0.06431050514972154
71,71,0.07427924140264258
72,72,0.08744601127095225
73,73,0.090664763125553
74,74,0.06240368306354107
75,75,0.09183146664084603
76,76,0.07475010403816455
77,77,0.0935597043501855
78,78,0.08855973318783496
79,79,0.09210814687832287
80,80,0.07795973632779978
81,81,0.10319913653353027
82,82,0.07194350544156464
83,83,0.06778544780758139
84,84,0.1425654072864848
85,85,0.10392399036679419
86,86,0.09530078064859372
87,87,0.08088790969828961
88,88,0.059429995260881475
89,89,0.07112338852397655
90,90,0.12623009690170595
91,91,0.07043487105173073
92,92,0.09044463419773079
93,93,0.0860050822513024
94,94,0.09266393141875848
95,95,0.0929478665133966
96,96,0.08432998636188392
97,97,0.0805359672549002
98,98,0.07088692184972331
99,99,0.0875593480177827
