,ID,HDDA
0,0,0.07805227984378454
1,1,0.09366471912522753
2,2,0.09536252585410894
3,3,0.08412167302287654
4,4,0.10931190316487789
5,5,0.07863003192991544
6,6,0.09187510593302523
7,7,0.09942227805672939
8,8,0.08559362881952047
9,9,0.09073480978673167
10,10,0.0758439774013482
11,11,0.08577777110616892
12,12,0.07582176384813957
13,13,0.08684819819698215
14,14,0.07336356227221756
15,15,0.1036991859733555
16,16,0.09363506403585371
17,17,0.09303183680498203
18,18,0.06752132238862428
19,19,0.10971507420684751
20,20,0.0962895887232344
21,21,0.09170149280828092
22,22,0.08279066123444224
23,23,0.102926516814437
24,24,0.07775817790703086
25,25,0.09297624937026525
26,26,0.09233602256776254
27,27,0.06669620433808147
28,28,0.09166791904824007
29,29,0.09300021745586269
30,30,0.08476994262111366
31,31,0.10873756369557691
32,32,0.08517222419012291
33,33,0.09697872031578364
34,34,0.09534850785387829
35,35,0.07567555045883727
36,36,0.09740405164736736
37,37,0.08100414741885703
38,38,0.11671688898461781
39,39,0.10722514793151448
40,40,0.09600832149289706
41,41,0.11049825888066858
42,42,0.09837175066819613
43,43,0.0764286811351961
44,44,0.08264658616175471
45,45,0.10589823095384325
46,46,0.09389550823512598
47,47,0.07532388415617483
48,48,0.08289362252543815
49,49,0.09275812376880398
50,50,0.06299199024744942
51,51,0.10575443222104816
52,52,0.1018519412513639
53,53,0.08827645481318713
54,54,0.09317150596773809
55,55,0.09892652990576692
56,56,0.0786286742991785
57,57,0.08719143565197202
58,58,0.09375208432019996
59,59,0.0809616607575113
60,60,0.08192018611818827
61,61,0.0789037403674066
62,62,0.09408278052057961
63,63,0.10770952667937457
64,64,0.09647140451431338
65,65,0.09775849805503069
66,66,0.07273172291876884
67,67,0.10462312219430805
68,68,0.11700209043236028
69,69,0.06999693988976899
70,70,0.10210704413355341
71,71,0.09060472219621334
72,72,0.08794952308851466
73,73,0.10427889452233788
74,74,0.11154201896516759
75,75,0.09907891519851585
76,76,0.10113827928091801
77,77,0.11158237265180686
78,78,0.07853423144825034
79,79,0.08872485623374093
80,80,0.08227301079723953
81,81,0.09899048889221686
82,82,0.07639068010003827
83,83,0.1052533357530286
84,84,0.0837227190482237
85,85,0.08963212037696569
86,86,0.126748710003378
87,87,0.08288039613440694
88,88,0.09582385456531112
89,89,0.08497994198714762
90,90,0.0727832127785988
91,91,0.08742048237454966
92,92,0.09265737948574129
93,93,0.10071081251077535
94,94,0.0948274232425035
95,95,0.08765168762880512
96,96,0.08415083654892654
97,97,0.0825242980381383
98,98,0.10410277345893931
99,99,0.10630079775483878
