,ID,HDIA
0,0,0.06588052399215867
1,1,0.09674632826699102
2,2,0.09743949066014768
3,3,0.12190601044326993
4,4,0.043183981351154754
5,5,0.08370293381232229
6,6,0.0796077451183606
7,7,0.07306135010172149
8,8,0.07567984554650942
9,9,0.04174388588756237
10,10,0.04650822017732248
11,11,0.06941238834588934
12,12,0.07605299702897765
13,13,0.08475186631989645
14,14,0.08839424926451823
15,15,0.07312716199199902
16,16,0.09166082284036312
17,17,0.03718581848499365
18,18,0.034819762605532614
19,19,0.08926234741989839
20,20,0.08962057237504711
21,21,0.05457711365408146
22,22,0.0659273809518929
23,23,0.05529772904109769
24,24,0.07820995904551457
25,25,0.07826513732174745
26,26,0.10594201417158934
27,27,0.07518399695399205
28,28,0.07284437082128123
29,29,0.08301521229012704
30,30,0.07686609792442797
31,31,0.07622933333735356
32,32,0.05400266009690593
33,33,0.06170332095944095
34,34,0.06963953666244885
35,35,0.09696852192606423
36,36,0.07866087493578618
37,37,0.08551931989995717
38,38,0.10034222513291807
39,39,0.11656733812619921
40,40,0.07184645942279642
41,41,0.053821386465296495
42,42,0.08129524320139611
43,43,0.0828989741234486
44,44,0.07476648171667992
45,45,0.07187491762450116
46,46,0.09137949208321643
47,47,0.052990791253093326
48,48,0.07879479308894134
49,49,0.045258933910109406
50,50,0.11476694094400304
51,51,0.08454789839416889
52,52,0.09073268320421841
53,53,0.05956810639471288
54,54,0.0757754330528114
55,55,0.07988217280925335
56,56,0.06518816996942928
57,57,0.04192464388150429
58,58,0.05972093961659847
59,59,0.056891630167604686
60,60,0.050020358320180966
61,61,0.06310109564673574
62,62,0.07406306151287186
63,63,0.03954229741237305
64,64,0.06881323476635107
65,65,0.07304537201761187
66,66,0.1139503927205826
67,67,0.10935942669175328
68,68,0.06519251943886857
69,69,0.11113759126306207
70,70,0.10991204083595699
71,71,0.07439754101822134
72,72,0.09101878167641347
73,73,0.028493023397583566
74,74,0.05986581495491452
75,75,0.07799429019997446
76,76,0.09773304147905829
77,77,0.07413494775178525
78,78,0.06210342026114193
79,79,0.09074077135165436
80,80,0.10419620609168087
81,81,0.07116117694556205
82,82,0.10172891713837481
83,83,0.05128574756443531
84,84,0.06604458895783
85,85,0.06487899494754619
86,86,0.09633007615994837
87,87,0.0612710930165863
88,88,0.09304582129105088
89,89,0.03262041195414713
90,90,0.07922543210839432
91,91,0.07765549724907776
92,92,0.09381583361071362
93,93,0.06670730319012537
94,94,0.08120988947753532
95,95,0.09992952883669327
96,96,0.10791008562035515
97,97,0.0654365147933128
98,98,0.09129519522796596
99,99,0.09368531555433852
