,ID,HDA
0,0,0.10834996149307077
1,1,0.10209135722785949
2,2,0.0878465590922788
3,3,0.0987667363650862
4,4,0.09964472327701517
5,5,0.09356821899023539
6,6,0.10579399593541051
7,7,0.08570248003282092
8,8,0.09748189287083417
9,9,0.08615466475114582
10,10,0.09095116482562737
11,11,0.09420960345574488
12,12,0.057754078960091514
13,13,0.11725670043659786
14,14,0.09270567982772246
15,15,0.09648884818628632
16,16,0.09055116328094072
17,17,0.09232689277811461
18,18,0.09913688779688704
19,19,0.09507459734524058
20,20,0.11087330703274158
21,21,0.10458947626822239
22,22,0.10167985451809133
23,23,0.10616743482830614
24,24,0.10220051835476904
25,25,0.1119469848604772
26,26,0.10064477443274565
27,27,0.08394579068865565
28,28,0.09856839533483015
29,29,0.09596699745582879
30,30,0.11126107049936966
31,31,0.09825579022730627
32,32,0.08870617716866575
33,33,0.10214333491991288
34,34,0.09298154840076717
35,35,0.09224571247590113
36,36,0.09567577940549211
37,37,0.10680135612437575
38,38,0.09726243532049925
39,39,0.09458665139735595
40,40,0.11166934306719899
41,41,0.09872584436571653
42,42,0.08802715597253767
43,43,0.07232343881841882
44,44,0.09593390281865494
45,45,0.09001512631755589
46,46,0.09400818473057601
47,47,0.11221503894638112
48,48,0.11559052977929207
49,49,0.0751974534316172
50,50,0.09806767110351716
51,51,0.10209578587664045
52,52,0.08476817377714815
53,53,0.11349379654510637
54,54,0.09424306300446317
55,55,0.10623937084005124
56,56,0.1054766038341397
57,57,0.0791680099444988
58,58,0.09558529961197254
59,59,0.09522827865194913
60,60,0.10213481803819219
61,61,0.11255320100619733
62,62,0.0888785998397618
63,63,0.08989578257545215
64,64,0.09378603461914574
65,65,0.09823689439447683
66,66,0.09576026730613797
67,67,0.10634351529892046
68,68,0.08714511748796548
69,69,0.06897305869534832
70,70,0.10722895542655081
71,71,0.11965669715322137
72,72,0.09815459936633393
73,73,0.11623525902182011
74,74,0.07376751350192143
75,75,0.08390600582568615
76,76,0.12115511525776348
77,77,0.10772073823387807
78,78,0.10530904021789653
79,79,0.10875105625568998
80,80,0.10746199145002618
81,81,0.11056645573705562
82,82,0.10373894446517404
83,83,0.10160248383468215
84,84,0.10157443861611908
85,85,0.09130975967541327
86,86,0.11446649928169872
87,87,0.08773656473855043
88,88,0.09998850058471272
89,89,0.1174185894224244
90,90,0.11643561129704184
91,91,0.09742183666156742
92,92,0.10812898284252294
93,93,0.10847745482136545
94,94,0.10691066607945672
95,95,0.10212458492427473
96,96,0.09118865831914182
97,97,0.08970729314497175
98,98,0.10262732321290796
99,99,0.11081846241924585
