,ID,HDSA
0,0,0.07082171737731544
1,1,0.15033657195547456
2,2,0.12239507101159103
3,3,0.11531506173623317
4,4,0.1053875943080968
5,5,0.12222174647079576
6,6,0.1147682174531381
7,7,0.10609895338833243
8,8,0.09277031073332477
9,9,0.11392344550432494
10,10,0.12493535517123627
11,11,0.06576663717386924
12,12,0.09944935377641632
13,13,0.10888185886247231
14,14,0.15175257131756892
15,15,0.09034264912469463
16,16,0.12362257035392418
17,17,0.0881530395040536
18,18,0.11317368310359419
19,19,0.0995572942948775
20,20,0.06935236858607949
21,21,0.10481656562587535
22,22,0.09700409907334169
23,23,0.09079815203316198
24,24,0.09388866922937589
25,25,0.11362703192812695
26,26,0.12987904281909243
27,27,0.12975902377721638
28,28,0.127665797974435
29,29,0.06145806889734998
30,30,0.09569808828769588
31,31,0.12605989090259523
32,32,0.13379964007684425
33,33,0.12213421168380714
34,34,0.11514230704336928
35,35,0.10580628995996394
36,36,0.10922326731673392
37,37,0.08923084157447564
38,38,0.09050519202070925
39,39,0.09851420085930807
40,40,0.11114732022379792
41,41,0.09887111739627785
42,42,0.07261391127689049
43,43,0.08204286247825147
44,44,0.13014967051406298
45,45,0.07356975686736497
46,46,0.11317246975957546
47,47,0.1053528851543102
48,48,0.1002724283567247
49,49,0.07243266221232053
50,50,0.11390251668750737
51,51,0.13574267848137703
52,52,0.12159489754909758
53,53,0.1145454130845318
54,54,0.11194596130756633
55,55,0.08772523369599404
56,56,0.1031155347723613
57,57,0.15634054764167626
58,58,0.12166909180872763
59,59,0.12337381671169621
60,60,0.11640728898077042
61,61,0.09896692992887135
62,62,0.11375731084701836
63,63,0.11934312513119348
64,64,0.11991686964138445
65,65,0.07830927027150736
66,66,0.11917075118120056
67,67,0.14161506650529498
68,68,0.13146978006389584
69,69,0.08573444970723415
70,70,0.10497901433737739
71,71,0.1101965585989318
72,72,0.13007184094072557
73,73,0.09875096799874981
74,74,0.0961871969893892
75,75,0.11305110086026617
76,76,0.13578052670864965
77,77,0.13194187529584533
78,78,0.11313230965933906
79,79,0.0844717773112533
80,80,0.12883736297943943
81,81,0.10969908367233708
82,82,0.1422727456045257
83,83,0.08277440732810809
84,84,0.11947997952793638
85,85,0.13666117207107414
86,86,0.11996536765923069
87,87,0.11696206252448133
88,88,0.160781543186215
89,89,0.08839308761404324
90,90,0.07967318462109592
91,91,0.13696180482036974
92,92,0.11019985842091096
93,93,0.1027451571888694
94,94,0.0901211968801436
95,95,0.08900936703013217
96,96,0.09950796576394424
97,97,0.11528315658666724
98,98,0.075747832554919
99,99,0.08135771604706092
