,ID,HDSA
0,0,0.1750887182766844
1,1,0.19457241536306577
2,2,0.16715217628542076
3,3,0.1845594009974637
4,4,0.15407496564465328
5,5,0.15065866261594504
6,6,0.1433282907495284
7,7,0.17201250834694418
8,8,0.1844660359644359
9,9,0.19558150055036863
10,10,0.1510783893451509
11,11,0.16487262196726246
12,12,0.1670620258406953
13,13,0.13760313683224695
14,14,0.1726855607555605
15,15,0.14031910025730032
16,16,0.1333259427768642
17,17,0.14836786378806113
18,18,0.16565113729370962
19,19,0.17380443378399935
20,20,0.15225460103082775
21,21,0.18589777182333672
22,22,0.18716273237359538
23,23,0.1560114920325056
24,24,0.16533938735173476
25,25,0.14649922370333712
26,26,0.1605763107229207
27,27,0.1670925145784858
28,28,0.1813847481333161
29,29,0.165853638933098
30,30,0.14232760327990185
31,31,0.15478299959672615
32,32,0.15232612283493577
33,33,0.16550063977364854
34,34,0.17639909490295297
35,35,0.17390235479927416
36,36,0.14432282079369782
37,37,0.18156013905856982
38,38,0.14755003555034835
39,39,0.13954456722992378
40,40,0.16648460898487624
41,41,0.16722734409631324
42,42,0.17237118799586754
43,43,0.17496916557068612
44,44,0.13761794106173694
45,45,0.17697762622439858
46,46,0.1678272854487291
47,47,0.17119289035171154
48,48,0.1514862437233199
49,49,0.13511642683052127
50,50,0.1575194707184219
51,51,0.21256031827413668
52,52,0.15731296413265564
53,53,0.1667005963033434
54,54,0.19467010888819852
55,55,0.15420355752562037
56,56,0.17863322042443375
57,57,0.16606770570915133
58,58,0.18066301966055526
59,59,0.17310584179221106
60,60,0.18698135143710895
61,61,0.15774634695251968
62,62,0.16363125145500831
63,63,0.16799604024357906
64,64,0.1622208944937637
65,65,0.1770140084705932
66,66,0.15967785386583042
67,67,0.19289315068615415
68,68,0.1571145952928047
69,69,0.1922102488916679
70,70,0.15344648968359054
71,71,0.1530075423167449
72,72,0.1859590274123271
73,73,0.1869306804430909
74,74,0.13856885727675225
75,75,0.15175785800281022
76,76,0.15265426441761018
77,77,0.14407276609246744
78,78,0.17067580708887248
79,79,0.1595622818876719
80,80,0.1570536716516168
81,81,0.19341627519960836
82,82,0.15851689206923475
83,83,0.15429803738493256
84,84,0.174255416412934
85,85,0.15354728503051177
86,86,0.1550085409569135
87,87,0.15323497001170602
88,88,0.18484361464807156
89,89,0.13692098812161665
90,90,0.17367723983148742
91,91,0.1551620414960886
92,92,0.19600687383240759
93,93,0.1570655904435202
94,94,0.1638179315039788
95,95,0.17522378262631869
96,96,0.18568122789530073
97,97,0.18972317370903394
98,98,0.16518469526976143
99,99,0.14205550825832358
