,ID,HDIA
0,0,0.15444819002428975
1,1,0.13527011251421672
2,2,0.1389605127124495
3,3,0.2027806123749309
4,4,0.15369037750605993
5,5,0.15033004245595596
6,6,0.13988518811390194
7,7,0.1559714653315157
8,8,0.16353952335795155
9,9,0.14413127190925962
10,10,0.17084533795826817
11,11,0.1747367487799441
12,12,0.19804512150177825
13,13,0.16999379951400914
14,14,0.17434104845984183
15,15,0.1734370911650232
16,16,0.17444260248727925
17,17,0.15010761294343122
18,18,0.15106731125253228
19,19,0.1270239551162473
20,20,0.17766919785080876
21,21,0.1260783790041609
22,22,0.0942637978574057
23,23,0.14491056923779094
24,24,0.13493541764077843
25,25,0.14955491355033348
26,26,0.12256649821691487
27,27,0.0952666903694875
28,28,0.1696467224653934
29,29,0.17015944067364966
30,30,0.15677663446890927
31,31,0.15861215093358455
32,32,0.16801607483293
33,33,0.14132839194934932
34,34,0.17747246320381388
35,35,0.12131950943447282
36,36,0.15256527066641276
37,37,0.13236714313811918
38,38,0.1299948016621587
39,39,0.1721856660176095
40,40,0.15466212346778543
41,41,0.15132629514001475
42,42,0.1607570369163673
43,43,0.15045012984425127
44,44,0.11114181166625622
45,45,0.19770402157151878
46,46,0.16098955432270826
47,47,0.1323630349263293
48,48,0.17801082339177302
49,49,0.14575802700871504
50,50,0.14236285637347323
51,51,0.13502308430891952
52,52,0.13121152820792295
53,53,0.1189013198258849
54,54,0.11591935967990298
55,55,0.12061381470991786
56,56,0.15535619621517752
57,57,0.16845007750790972
58,58,0.14649198364061722
59,59,0.17597404155383306
60,60,0.10188675086473868
61,61,0.1492229036495898
62,62,0.17285921532395512
63,63,0.1421937145452365
64,64,0.132327558492941
65,65,0.15387513229782318
66,66,0.13569965208436435
67,67,0.12425097094626673
68,68,0.1657846487420924
69,69,0.1516698708275968
70,70,0.16822980432282658
71,71,0.13098697441892726
72,72,0.14297439995616548
73,73,0.1439280143785401
74,74,0.1714961173815603
75,75,0.15933023540507238
76,76,0.1386798096609492
77,77,0.1836981312002672
78,78,0.14345449959655032
79,79,0.12145751941031939
80,80,0.11116266726548035
81,81,0.16485884891106178
82,82,0.1487651664831245
83,83,0.1358646157648644
84,84,0.14870740597916982
85,85,0.10981122566286693
86,86,0.13675771125364858
87,87,0.20199517925277352
88,88,0.13781141774001063
89,89,0.17158525245082998
90,90,0.0879348102440272
91,91,0.09105025050414635
92,92,0.14405580192734863
93,93,0.1457859737395355
94,94,0.10376102012987183
95,95,0.16306575661587744
96,96,0.12064202073197207
97,97,0.1701289658235183
98,98,0.15810971743071095
99,99,0.18791554993669668
