,ANOC,Algorithms
0,0.1688770371878517,HDSA
1,0.155632300036432,HDSA
2,0.14637978257016876,HDSA
3,0.1381637888588947,HDSA
4,0.1298401773924058,HDSA
5,0.15072160116735514,HDSA
6,0.1518555796625301,HDSA
7,0.19240925170004494,HDSA
8,0.1677441596370256,HDSA
9,0.16152452200233794,HDSA
10,0.18857082912610304,HDSA
11,0.15904732963846474,HDSA
12,0.14903174879666445,HDSA
13,0.1359791524313443,HDSA
14,0.17112627221939894,HDSA
15,0.17703852610532353,HDSA
16,0.19268462255686125,HDSA
17,0.1677194441164222,HDSA
18,0.16340512037149488,HDSA
19,0.14359583174369395,HDSA
20,0.15803063637965728,HDSA
21,0.15118842882801,HDSA
22,0.14070211485244896,HDSA
23,0.15839696571319226,HDSA
24,0.12301646957278313,HDSA
25,0.18434219911266966,HDSA
26,0.21895130735866156,HDSA
27,0.1953031306123698,HDSA
28,0.13924540782612066,HDSA
29,0.15198758949086053,HDSA
30,0.1628058681108071,HDSA
31,0.13324108058671985,HDSA
32,0.18801416463041987,HDSA
33,0.18552929110505606,HDSA
34,0.17686364395650672,HDSA
35,0.19926027723058595,HDSA
36,0.17234758259578506,HDSA
37,0.2042452000445987,HDSA
38,0.14521918852337698,HDSA
39,0.16711947858230305,HDSA
40,0.18558251597648814,HDSA
41,0.15725349838033775,HDSA
42,0.1717337301858655,HDSA
43,0.18616746536787895,HDSA
44,0.18673969252264336,HDSA
45,0.13477617508798467,HDSA
46,0.17485386961982965,HDSA
47,0.15975804199585772,HDSA
48,0.1680323878977078,HDSA
49,0.2028500344982786,HDSA
50,0.20028108534868352,HDSA
51,0.20403144722780928,HDSA
52,0.12571128963140055,HDSA
53,0.1757189434961159,HDSA
54,0.16265083492284926,HDSA
55,0.2178032627875668,HDSA
56,0.13469493424374698,HDSA
57,0.2016396137368928,HDSA
58,0.16643108895707204,HDSA
59,0.11367058509236072,HDSA
60,0.18706842383863007,HDSA
61,0.2101161712974116,HDSA
62,0.17481474614753714,HDSA
63,0.17365708213139286,HDSA
64,0.12077351219593822,HDSA
65,0.14621882814937304,HDSA
66,0.14700567423642294,HDSA
67,0.1929788025270256,HDSA
68,0.1960812364048404,HDSA
69,0.14778926277551488,HDSA
70,0.17245529061041456,HDSA
71,0.15522986262029415,HDSA
72,0.2012223926393074,HDSA
73,0.1337669019542238,HDSA
74,0.16770512898317178,HDSA
75,0.1364700316409697,HDSA
76,0.17335514542668495,HDSA
77,0.14959141029415995,HDSA
78,0.15775653322541958,HDSA
79,0.1772847976804768,HDSA
80,0.18356313976418215,HDSA
81,0.1728775206083535,HDSA
82,0.1258602943571295,HDSA
83,0.14434704595340542,HDSA
84,0.1847399092644738,HDSA
85,0.21275104874343245,HDSA
86,0.14063740193302668,HDSA
87,0.1492664494046874,HDSA
88,0.1836610067723016,HDSA
89,0.1984534832879604,HDSA
90,0.16189102732479546,HDSA
91,0.15754345070233491,HDSA
92,0.19595715801178326,HDSA
93,0.1743016302160003,HDSA
94,0.1761867086999524,HDSA
95,0.21194757695111344,HDSA
96,0.20457361786616024,HDSA
97,0.17449759093191072,HDSA
98,0.1345307696312129,HDSA
99,0.18349244956192,HDSA
0,0.15587613347804333,HDDA
1,0.11694305802379976,HDDA
2,0.22045628995899968,HDDA
3,0.193567202136216,HDDA
4,0.14235694370107332,HDDA
5,0.17010331981991958,HDDA
6,0.16740605033322167,HDDA
7,0.1504262119330994,HDDA
8,0.1593668226518176,HDDA
9,0.15309450851146347,HDDA
10,0.1678188521528125,HDDA
11,0.1647425218852428,HDDA
12,0.1596060924865401,HDDA
13,0.1845824987960696,HDDA
14,0.1296179698016349,HDDA
15,0.13744676498519015,HDDA
16,0.10391445845346824,HDDA
17,0.14303869123111884,HDDA
18,0.1830924814618836,HDDA
19,0.17344523813528182,HDDA
20,0.16819805088770035,HDDA
21,0.1368748404776922,HDDA
22,0.207523646394268,HDDA
23,0.1514882869151042,HDDA
24,0.1385113058464507,HDDA
25,0.1664655861189645,HDDA
26,0.12621299106169334,HDDA
27,0.15469729196249368,HDDA
28,0.12688019186022756,HDDA
29,0.13592867025267194,HDDA
30,0.1739296358920696,HDDA
31,0.19374299324358046,HDDA
32,0.15930936476668672,HDDA
33,0.16842756602862294,HDDA
34,0.14482990099010784,HDDA
35,0.16486073812852212,HDDA
36,0.17092619168019355,HDDA
37,0.10847564054201372,HDDA
38,0.1320960631614458,HDDA
39,0.1661953124604966,HDDA
40,0.12078329047317896,HDDA
41,0.13454327256574355,HDDA
42,0.1822384408800781,HDDA
43,0.17644858360995894,HDDA
44,0.1120452176822145,HDDA
45,0.1869254091120972,HDDA
46,0.15061657451330798,HDDA
47,0.16755413352959414,HDDA
48,0.1400965069322025,HDDA
49,0.15345897571422082,HDDA
50,0.12896952252936386,HDDA
51,0.11604187580514873,HDDA
52,0.17382102924345755,HDDA
53,0.16292507332892536,HDDA
54,0.15789108911296726,HDDA
55,0.128859468239295,HDDA
56,0.17648728158656538,HDDA
57,0.167488196218067,HDDA
58,0.15599563140238407,HDDA
59,0.1855859235517418,HDDA
60,0.19739315665854587,HDDA
61,0.11859181032228053,HDDA
62,0.16915244132121796,HDDA
63,0.20380434694903765,HDDA
64,0.16720746178984078,HDDA
65,0.22472380856937293,HDDA
66,0.2124472409474069,HDDA
67,0.17192448542095107,HDDA
68,0.13420296178930782,HDDA
69,0.17297314703296118,HDDA
70,0.15443482558152086,HDDA
71,0.15771578103423098,HDDA
72,0.1910538212093789,HDDA
73,0.13990851500997367,HDDA
