,ID,HDSA
0,0,0.12051483457456469
1,1,0.12148127027788065
2,2,0.10250404294449217
3,3,0.12763785748986986
4,4,0.1281332846479887
5,5,0.1129632425539705
6,6,0.11269939192926086
7,7,0.1033537761506797
8,8,0.09418956522081207
9,9,0.07197185945454236
10,10,0.12175428463529209
11,11,0.10606817345729606
12,12,0.11773979099691036
13,13,0.10500598122910672
14,14,0.10774514763323556
15,15,0.12400642950070478
16,16,0.09739188820848294
17,17,0.11372096228843284
18,18,0.10576314374484809
19,19,0.08463999338083705
20,20,0.14559560228255336
21,21,0.08891746384734048
22,22,0.10162550094131774
23,23,0.11803753741446811
24,24,0.127666630144633
25,25,0.1333144176446782
26,26,0.09651112915418902
27,27,0.10070644135951409
28,28,0.11484367308617364
29,29,0.12383516713897888
30,30,0.10948990445217185
31,31,0.10733353061539953
32,32,0.08755135903221935
33,33,0.12215767408143915
34,34,0.09118657240076583
35,35,0.11306749694238785
36,36,0.10746389605321353
37,37,0.09695821958507955
38,38,0.12641371217097921
39,39,0.07064934801868637
40,40,0.12066627501205524
41,41,0.10521887081290436
42,42,0.09350232637538428
43,43,0.10139873529125712
44,44,0.10762241338548206
45,45,0.12014762592603725
46,46,0.1049746319222459
47,47,0.09994301494420499
48,48,0.11395858542492625
49,49,0.08754324714466842
50,50,0.1254028746782302
51,51,0.11031752204587618
52,52,0.08265905484337788
53,53,0.10920337922162997
54,54,0.10368106668865203
55,55,0.1123617213485637
56,56,0.08865865188019041
57,57,0.09609146474565629
58,58,0.09844851054787256
59,59,0.1160935545663032
60,60,0.13227186823846443
61,61,0.12375624435439905
62,62,0.13356061254693616
63,63,0.15032446711535444
64,64,0.12509354826255778
65,65,0.07664833134959399
66,66,0.11556525642181718
67,67,0.14167224434216805
68,68,0.10413640296645585
69,69,0.11401944585644096
70,70,0.13497380669133646
71,71,0.120595092273342
72,72,0.11319279133596934
73,73,0.10747024652045581
74,74,0.11721988697707192
75,75,0.12669482395332282
76,76,0.12215444667425752
77,77,0.12195138760714526
78,78,0.09541745654127826
79,79,0.10027394641238697
80,80,0.08704667029421934
81,81,0.11715205572688767
82,82,0.11327965746740443
83,83,0.13149868491752023
84,84,0.1216219181297628
85,85,0.1329715029068158
86,86,0.09439315288875125
87,87,0.11653645203413764
88,88,0.1176041385135844
89,89,0.11189108412215883
90,90,0.12366440825386321
91,91,0.13506219713528683
92,92,0.10655615730955155
93,93,0.11776702856869081
94,94,0.11810833897624591
95,95,0.09326168295373924
96,96,0.09229781803613167
97,97,0.08477601089136398
98,98,0.10128026112729499
99,99,0.13754342428548713
